0,https://www.youtube.com/results?search_query=twitch+crimes
1,https://www.youtube.com/watch?v=L52GGwMvwQs
2,https://www.youtube.com/watch?v=ihhgZlD5Uuo
3,https://www.youtube.com/watch?v=HqaTYgKI7XY
4,https://www.youtube.com/watch?v=wG-F8Gp7jUY
5,https://www.youtube.com/watch?v=LD__wWhjmD0
6,https://www.youtube.com/watch?v=gPVRDt_WY4o
7,https://www.youtube.com/watch?v=loHELmAu38Y
8,https://www.youtube.com/watch?v=eBIKXiy1ZJI
9,https://www.youtube.com/watch?v=2nDsjxjBHTk
10,https://www.youtube.com/watch?v=WvTvMhxWBAM
11,https://www.youtube.com/watch?v=rKLJadqOSbA
12,https://www.youtube.com/watch?v=ZgFjZ5LLro4
13,https://www.youtube.com/watch?v=okwjiecL09E
14,https://www.youtube.com/watch?v=A3piAmFmfjk
15,https://www.youtube.com/watch?v=vQa0MU2TFjs
16,https://www.youtube.com/watch?v=UiER4tMnbJA
17,https://www.youtube.com/watch?v=5XJhyz3CGCk
18,https://www.youtube.com/watch?v=PCcF93ntUcs
19,https://www.youtube.com/watch?v=ukR5zhdeMsA
